Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total Price ,Sales,,Total Revenue-,,307587.38
Male,470-31-3286,B,Mandalay,Normal,Health and beauty,14.82,3,2.223,46.683,44.46,,,,
Male,152-68-2907,A,Yangon,Normal,Food and beverages,52.2,3,7.83,164.43,156.6,,,,
Male,219-61-4139,C,Naypyitaw,Normal,Electronic accessories,83.08,1,4.154,87.234,83.08,,,,
Male,373-09-4567,C,Naypyitaw,Normal,Food and beverages,77.56,10,38.78,814.38,775.6,,,,
Male,830-58-2383,B,Mandalay,Normal,Home and lifestyle,31.75,4,6.35,133.35,127,,,,
Male,318-12-0304,A,Yangon,Normal,Fashion accessories,30.61,1,1.5305,32.1405,30.61,,,,
Male,349-97-8902,B,Mandalay,Member,Food and beverages,57.89,2,5.789,121.569,115.78,,,,
Male,789-23-8625,B,Mandalay,Member,Fashion accessories,93.22,3,13.983,293.643,279.66,,,,
Male,284-54-4231,C,Naypyitaw,Member,Sports and travel,80.93,1,4.0465,84.9765,80.93,,,,
Male,443-59-0061,A,Yangon,Member,Food and beverages,67.45,10,33.725,708.225,674.5,,,,
Male,327-40-9673,B,Mandalay,Member,Sports and travel,72.6,6,21.78,457.38,435.6,,,,
Male,840-19-2096,C,Naypyitaw,Member,Electronic accessories,87.91,5,219.775,659.325,439.55,,,,
Male,828-46-6863,A,Yangon,Member,Food and beverages,98.53,6,29.559,620.739,591.18,,,,
Male,598-06-7312,B,Mandalay,Member,Fashion accessories,91.35,1,4.5675,95.9175,91.35,,,,
Male,816-57-2053,A,Yangon,Normal,Sports and travel,60.87,2,6.087,127.827,121.74,,,,
Male,628-90-8624,B,Mandalay,Member,Health and beauty,82.58,10,41.29,867.09,825.8,,,,
Male,856-66-2701,A,Yangon,Member,Home and lifestyle,53.3,3,7.995,167.895,159.9,,,,
Male,149-61-1929,A,Yangon,Normal,Sports and travel,64.19,10,32.095,673.995,641.9,,,,
Male,655-07-2265,A,Yangon,Normal,Electronic accessories,78.31,3,11.7465,246.6765,234.93,,,,
Male,589-02-8023,A,Yangon,Member,Food and beverages,83.77,2,8.377,175.917,167.54,,,,
Male,420-04-7590,B,Mandalay,Normal,Home and lifestyle,99.7,3,14.955,314.055,299.1,,,,
Male,182-88-2763,B,Mandalay,Member,Food and beverages,79.91,3,11.9865,251.7165,239.73,,,,
Male,188-55-0967,B,Mandalay,Member,Health and beauty,66.47,10,33.235,697.935,664.7,,,,
Male,610-46-4100,A,Yangon,Normal,Health and beauty,28.95,7,10.1325,212.7825,202.65,,,,
Male,665-63-9737,B,Mandalay,Normal,Fashion accessories,52.42,3,7.863,165.123,157.26,,,,
Male,794-32-2436,B,Mandalay,Member,Electronic accessories,55.67,2,5.567,116.907,111.34,,,,
Male,273-84-2164,C,Naypyitaw,Member,Electronic accessories,12.05,5,3.0125,63.2625,60.25,,,,
Male,706-36-6154,A,Yangon,Member,Home and lifestyle,19.36,9,8.712,182.952,174.24,,,,
Male,778-89-7974,C,Naypyitaw,Normal,Health and beauty,70.21,6,21.063,442.323,421.26,,,,
Male,574-31-8277,B,Mandalay,Member,Fashion accessories,33.63,1,1.6815,35.3115,33.63,,,,
Male,740-11-5257,C,Naypyitaw,Normal,Electronic accessories,24.74,10,12.37,259.77,247.4,,,,
Male,369-82-2676,B,Mandalay,Normal,Electronic accessories,75.66,5,18.915,397.215,378.3,,,,
Male,742-04-5161,A,Yangon,Member,Home and lifestyle,72.78,10,36.39,764.19,727.8,,,,
Male,149-15-7606,B,Mandalay,Member,Sports and travel,37.32,9,16.794,352.674,335.88,,,,
Male,133-77-3154,B,Mandalay,Member,Fashion accessories,60.18,4,12.036,252.756,240.72,,,,
Male,491-38-3499,A,Yangon,Member,Fashion accessories,55.45,1,2.7725,58.2225,55.45,,,,
Male,842-29-4695,C,Naypyitaw,Member,Sports and travel,17.14,7,5.999,125.979,119.98,,,,
Male,779-42-2410,B,Mandalay,Member,Food and beverages,57.74,3,8.661,181.881,173.22,,,,
Male,588-47-8641,A,Yangon,Member,Fashion accessories,56.04,10,28.02,588.42,560.4,,,,
Male,642-61-4706,B,Mandalay,Member,Food and beverages,93.4,2,9.34,196.14,186.8,,,,
Male,556-41-6224,C,Naypyitaw,Normal,Health and beauty,33.64,8,13.456,282.576,269.12,,,,
Male,242-11-3142,B,Mandalay,Member,Fashion accessories,83.77,2,8.377,175.917,167.54,,,,
Male,648-94-3045,C,Naypyitaw,Normal,Health and beauty,58.95,10,29.475,618.975,589.5,,,,
Male,130-67-4723,A,Yangon,Member,Food and beverages,48.5,6,14.55,305.55,291,,,,
Male,105-10-6182,A,Yangon,Member,Fashion accessories,21.48,2,2.148,45.108,42.96,,,,
Male,648-83-1321,A,Yangon,Member,Home and lifestyle,63.56,10,31.78,667.38,635.6,,,,
Male,173-57-2300,C,Naypyitaw,Member,Sports and travel,72.88,2,7.288,153.048,145.76,,,,
Male,266-20-6657,C,Naypyitaw,Member,Food and beverages,55.04,7,19.264,404.544,385.28,,,,
Male,689-05-1884,A,Yangon,Member,Health and beauty,48.63,10,24.315,510.615,486.3,,,,
Male,826-58-8051,B,Mandalay,Normal,Home and lifestyle,62.19,4,12.438,261.198,248.76,,,,
Male,868-06-0466,A,Yangon,Member,Electronic accessories,69.58,9,31.311,657.531,626.22,,,,
Male,751-41-9720,C,Naypyitaw,Normal,Home and lifestyle,97.5,10,48.75,1023.75,975,,,,
Male,176-64-7711,B,Mandalay,Normal,Food and beverages,32.32,3,4.848,101.808,96.96,,,,
Male,729-06-2010,B,Mandalay,Member,Health and beauty,80.47,9,362.115,1086.345,724.23,,,,
Male,186-79-9562,B,Mandalay,Normal,Health and beauty,71.77,7,251.195,753.585,502.39,,,,
Male,162-65-8559,C,Naypyitaw,Member,Food and beverages,68.98,1,3.449,72.429,68.98,,,,
Male,760-27-5490,C,Naypyitaw,Normal,Fashion accessories,15.62,8,6.248,131.208,124.96,,,,
Male,445-30-9252,A,Yangon,Normal,Sports and travel,25.7,3,3.855,80.955,77.1,,,,
Male,786-94-2700,A,Yangon,Member,Food and beverages,80.62,6,24.186,507.906,483.72,,,,
Male,735-32-9839,C,Naypyitaw,Member,Fashion accessories,98.7,8,39.48,829.08,789.6,,,,
Male,482-17-1179,A,Yangon,Member,Electronic accessories,11.94,3,1.791,37.611,35.82,,,,
Male,788-21-5741,A,Yangon,Normal,Fashion accessories,45.38,3,6.807,142.947,136.14,,,,
Male,776-68-1096,B,Mandalay,Normal,Home and lifestyle,44.12,3,6.618,138.978,132.36,,,,
Male,434-35-9162,B,Mandalay,Member,Food and beverages,23.34,4,4.668,98.028,93.36,,,,
Male,442-44-6497,C,Naypyitaw,Member,Home and lifestyle,55.57,3,8.3355,175.0455,166.71,,,,
Male,174-64-0215,B,Mandalay,Normal,Sports and travel,69.74,10,34.87,732.27,697.4,,,,
Male,210-74-9613,C,Naypyitaw,Normal,Fashion accessories,97.26,4,19.452,408.492,389.04,,,,
Male,635-28-5728,A,Yangon,Normal,Health and beauty,56,3,8.4,176.4,168,,,,
Male,756-49-0168,A,Yangon,Member,Fashion accessories,19.7,1,985,1004.7,19.7,,,,
Male,438-23-1242,B,Mandalay,Normal,Electronic accessories,75.88,7,26.558,557.718,531.16,,,,
Male,238-45-6950,B,Mandalay,Member,Food and beverages,53.72,1,2.686,56.406,53.72,,,,
Male,607-65-2441,C,Naypyitaw,Member,Health and beauty,81.95,10,40.975,860.475,819.5,,,,
Male,137-63-5492,C,Naypyitaw,Normal,Electronic accessories,58.76,10,29.38,616.98,587.6,,,,
Male,197-77-7132,B,Mandalay,Member,Electronic accessories,91.56,8,36.624,769.104,732.48,,,,
Male,805-86-0265,A,Yangon,Normal,Home and lifestyle,93.96,9,42.282,887.922,845.64,,,,
Male,733-29-1227,C,Naypyitaw,Normal,Home and lifestyle,55.61,7,194.635,583.905,389.27,,,,
Male,451-73-2711,C,Naypyitaw,Normal,Food and beverages,84.83,1,4.2415,89.0715,84.83,,,,
Male,546-80-2899,A,Yangon,Member,Home and lifestyle,37.69,2,3.769,79.149,75.38,,,,
Male,457-13-1708,B,Mandalay,Member,Fashion accessories,65.23,10,32.615,684.915,652.3,,,,
Male,314-23-4520,C,Naypyitaw,Member,Health and beauty,81.23,7,284.305,852.915,568.61,,,,
Male,775-72-1988,B,Mandalay,Normal,Home and lifestyle,73.28,5,18.32,384.72,366.4,,,,
Male,250-17-5703,A,Yangon,Member,Food and beverages,18.85,10,9.425,197.925,188.5,,,,
Male,525-09-8450,B,Mandalay,Normal,Electronic accessories,72.13,10,36.065,757.365,721.3,,,,
Male,787-87-2010,A,Yangon,Member,Health and beauty,55.5,4,11.1,233.1,222,,,,
Male,388-76-2555,B,Mandalay,Normal,Sports and travel,13.69,6,4.107,86.247,82.14,,,,
Male,200-16-5952,C,Naypyitaw,Member,Food and beverages,65.65,2,6.565,137.865,131.3,,,,
Male,102-77-2261,C,Naypyitaw,Member,Health and beauty,65.31,7,228.585,685.755,457.17,,,,
Male,875-31-8302,B,Mandalay,Normal,Sports and travel,93.38,1,4.669,98.049,93.38,,,,
Male,102-06-2002,C,Naypyitaw,Member,Sports and travel,25.25,5,6.3125,132.5625,126.25,,,,
Male,457-94-0464,B,Mandalay,Member,Electronic accessories,87.87,9,395.415,1186.245,790.83,,,,
Male,629-42-4133,C,Naypyitaw,Normal,Health and beauty,21.8,8,8.72,183.12,174.4,,,,
Male,404-91-5964,A,Yangon,Normal,Electronic accessories,74.58,7,26.103,548.163,522.06,,,,
Male,886-77-9084,C,Naypyitaw,Normal,Electronic accessories,71.89,8,28.756,603.876,575.12,,,,
Male,704-10-4056,C,Naypyitaw,Member,Health and beauty,60.47,3,9.0705,190.4805,181.41,,,,
Male,497-37-6538,A,Yangon,Normal,Sports and travel,58.91,7,206.185,618.555,412.37,,,,
Male,651-96-5970,A,Yangon,Normal,Fashion accessories,46.41,1,2.3205,48.7305,46.41,,,,
Male,400-80-4065,C,Naypyitaw,Member,Health and beauty,68.55,4,13.71,287.91,274.2,,,,
Male,263-12-5321,A,Yangon,Member,Electronic accessories,92.6,7,32.41,680.61,648.2,,,,
Male,605-83-1050,B,Mandalay,Normal,Fashion accessories,27.18,2,2.718,57.078,54.36,,,,
Male,359-94-5395,B,Mandalay,Normal,Health and beauty,92.78,1,4.639,97.419,92.78,,,,
Male,401-09-4232,C,Naypyitaw,Member,Home and lifestyle,86.69,5,216.725,650.175,433.45,,,,
Male,751-15-6198,B,Mandalay,Normal,Sports and travel,23.01,6,6.903,144.963,138.06,,,,
Male,474-33-8305,C,Naypyitaw,Member,Fashion accessories,67.39,7,235.865,707.595,471.73,,,,
Male,565-91-4567,B,Mandalay,Normal,Health and beauty,10.75,8,4.3,90.3,86,,,,
Male,674-56-6360,A,Yangon,Normal,Electronic accessories,95.15,1,4.7575,99.9075,95.15,,,,
Male,832-51-6761,A,Yangon,Normal,Food and beverages,33.88,8,13.552,284.592,271.04,,,,
Male,869-11-3082,B,Mandalay,Member,Health and beauty,96.16,4,19.232,403.872,384.64,,,,
Male,190-59-3964,B,Mandalay,Member,Food and beverages,47.16,5,11.79,247.59,235.8,,,,
Male,366-43-6862,B,Mandalay,Normal,Electronic accessories,52.89,4,10.578,222.138,211.56,,,,
Male,784-21-9238,C,Naypyitaw,Member,Sports and travel,10.17,1,5.085,15.255,10.17,,,,
Male,760-53-9233,A,Yangon,Member,Fashion accessories,41.28,3,6.192,130.032,123.84,,,,
Male,538-22-0304,C,Naypyitaw,Normal,Electronic accessories,64.95,10,32.475,681.975,649.5,,,,
Male,237-44-6163,A,Yangon,Normal,Electronic accessories,10.56,8,4.224,88.704,84.48,,,,
Male,636-17-0325,B,Mandalay,Normal,Health and beauty,62.57,4,12.514,262.794,250.28,,,,
Male,528-14-9470,A,Yangon,Member,Health and beauty,91.3,1,4.565,95.865,91.3,,,,
Male,807-34-3742,A,Yangon,Normal,Fashion accessories,52.38,1,2.619,54.999,52.38,,,,
Male,288-62-1085,A,Yangon,Member,Fashion accessories,38.54,5,9.635,202.335,192.7,,,,
Male,670-71-7306,B,Mandalay,Normal,Sports and travel,44.63,6,13.389,281.169,267.78,,,,
Male,660-29-7083,C,Naypyitaw,Normal,Electronic accessories,55.87,10,27.935,586.635,558.7,,,,
Male,497-36-0989,A,Yangon,Normal,Fashion accessories,51.94,3,7.791,163.611,155.82,,,,
Male,291-59-1384,B,Mandalay,Normal,Electronic accessories,60.3,1,3.015,63.315,60.3,,,,
Male,896-34-0956,A,Yangon,Normal,Fashion accessories,21.32,1,1.066,22.386,21.32,,,,
Male,804-38-3935,A,Yangon,Member,Electronic accessories,93.78,3,14.067,295.407,281.34,,,,
Male,585-90-0249,A,Yangon,Member,Electronic accessories,73.26,1,3.663,76.923,73.26,,,,
Male,843-73-4724,A,Yangon,Normal,Fashion accessories,74.1,1,3.705,77.805,74.1,,,,
Male,658-66-3967,C,Naypyitaw,Normal,Health and beauty,53.19,7,186.165,558.495,372.33,,,,
Male,770-42-8960,B,Mandalay,Normal,Food and beverages,21.12,8,8.448,177.408,168.96,,,,
Male,234-36-2483,B,Mandalay,Normal,Health and beauty,57.59,6,17.277,362.817,345.54,,,,
Male,840-76-5966,A,Yangon,Member,Sports and travel,12.76,2,1.276,26.796,25.52,,,,
Male,176-78-1170,C,Naypyitaw,Member,Health and beauty,33.81,3,5.0715,106.5015,101.43,,,,
Male,361-59-0574,B,Mandalay,Member,Sports and travel,90.53,8,36.212,760.452,724.24,,,,
Male,631-34-1880,C,Naypyitaw,Member,Food and beverages,24.31,3,3.6465,76.5765,72.93,,,,
Male,852-82-2749,A,Yangon,Normal,Sports and travel,64.59,4,12.918,271.278,258.36,,,,
Male,873-14-6353,A,Yangon,Member,Food and beverages,24.82,7,8.687,182.427,173.74,,,,
Male,584-66-4073,C,Naypyitaw,Normal,Fashion accessories,56.5,1,2.825,59.325,56.5,,,,
Male,166-19-2553,A,Yangon,Member,Sports and travel,89.06,6,26.718,561.078,534.36,,,,
Male,737-88-5876,A,Yangon,Member,Home and lifestyle,23.29,4,4.658,97.818,93.16,,,,
Male,154-87-7367,C,Naypyitaw,Normal,Home and lifestyle,65.26,8,26.104,548.184,522.08,,,,
Male,885-56-0389,C,Naypyitaw,Member,Fashion accessories,52.35,1,2.6175,54.9675,52.35,,,,
Male,608-05-3804,B,Mandalay,Member,Electronic accessories,39.75,1,1.9875,41.7375,39.75,,,,
Male,311-13-6971,B,Mandalay,Member,Sports and travel,31.99,10,15.995,335.895,319.9,,,,
Male,460-93-5834,A,Yangon,Normal,Sports and travel,45.58,7,15.953,335.013,319.06,,,,
Male,325-89-4209,A,Yangon,Member,Food and beverages,87.9,1,4.395,92.295,87.9,,,,
Male,880-46-5796,A,Yangon,Member,Sports and travel,76.92,10,38.46,807.66,769.2,,,,
Male,715-20-1673,B,Mandalay,Normal,Electronic accessories,28.38,5,7.095,148.995,141.9,,,,
Male,811-35-1094,B,Mandalay,Member,Electronic accessories,50.45,6,15.135,317.835,302.7,,,,
Male,699-88-1972,B,Mandalay,Normal,Health and beauty,99.16,8,39.664,832.944,793.28,,,,
Male,781-84-8059,C,Naypyitaw,Normal,Fashion accessories,60.74,7,21.259,446.439,425.18,,,,
Male,725-54-0677,C,Naypyitaw,Member,Health and beauty,85.6,7,29.96,629.16,599.2,,,,
Male,146-09-5432,A,Yangon,Member,Food and beverages,35.04,9,15.768,331.128,315.36,,,,
Male,509-10-0516,B,Mandalay,Normal,Home and lifestyle,45.97,4,9.194,193.074,183.88,,,,
Male,865-41-9075,A,Yangon,Normal,Food and beverages,11.53,7,4.0355,84.7455,80.71,,,,
Male,450-42-3339,C,Naypyitaw,Normal,Health and beauty,84.61,10,42.305,888.405,846.1,,,,
Male,522-57-8364,A,Yangon,Member,Fashion accessories,51.34,8,20.536,431.256,410.72,,,,
Male,722-13-2115,C,Naypyitaw,Member,Sports and travel,42.85,1,2.1425,44.9925,42.85,,,,
Male,777-67-2495,B,Mandalay,Normal,Home and lifestyle,68.97,3,10.3455,217.2555,206.91,,,,
Male,321-49-7382,B,Mandalay,Member,Sports and travel,88.31,1,4.4155,92.7255,88.31,,,,
Male,825-94-5922,B,Mandalay,Normal,Sports and travel,25.31,2,2.531,53.151,50.62,,,,
Male,641-62-7288,B,Mandalay,Normal,Home and lifestyle,99.92,6,29.976,629.496,599.52,,,,
Male,458-10-8612,C,Naypyitaw,Normal,Health and beauty,64.08,7,22.428,470.988,448.56,,,,
Male,235-06-8510,C,Naypyitaw,Member,Home and lifestyle,85.72,3,12.858,270.018,257.16,,,,
Male,720-72-2436,A,Yangon,Normal,Food and beverages,66.52,4,13.304,279.384,266.08,,,,
Male,702-83-5291,C,Naypyitaw,Member,Fashion accessories,99.82,9,44.919,943.299,898.38,,,,
Male,449-16-6770,A,Yangon,Normal,Health and beauty,50.79,5,12.6975,266.6475,253.95,,,,
Male,333-23-2632,A,Yangon,Member,Health and beauty,10.08,7,3.528,74.088,70.56,,,,
Male,859-97-6048,C,Naypyitaw,Member,Electronic accessories,84.25,2,8.425,176.925,168.5,,,,
Male,676-10-2200,B,Mandalay,Member,Fashion accessories,53.78,1,2.689,56.469,53.78,,,,
Male,373-88-1424,C,Naypyitaw,Member,Home and lifestyle,35.81,5,8.9525,188.0025,179.05,,,,
Male,503-21-4385,B,Mandalay,Member,Health and beauty,39.91,3,5.9865,125.7165,119.73,,,,
Male,200-40-6154,B,Mandalay,Member,Home and lifestyle,65.91,6,19.773,415.233,395.46,,,,
Male,577-34-7579,C,Naypyitaw,Member,Food and beverages,50.49,9,227.205,681.615,454.41,,,,
Male,430-02-3888,B,Mandalay,Normal,Electronic accessories,46.02,6,13.806,289.926,276.12,,,,
Male,256-58-3609,C,Naypyitaw,Member,Fashion accessories,91.98,1,4.599,96.579,91.98,,,,
Male,324-92-3863,A,Yangon,Member,Electronic accessories,20.89,2,2.089,43.869,41.78,,,,
Male,364-34-2972,C,Naypyitaw,Member,Electronic accessories,96.82,3,14.523,304.983,290.46,,,,
Male,794-42-3736,B,Mandalay,Normal,Food and beverages,33.33,2,3.333,69.993,66.66,,,,
Male,195-06-0432,A,Yangon,Member,Home and lifestyle,81.01,3,12.1515,255.1815,243.03,,,,
Male,448-34-8700,B,Mandalay,Member,Home and lifestyle,36.91,7,12.9185,271.2885,258.37,,,,
Male,452-04-8808,B,Mandalay,Normal,Electronic accessories,87.08,7,30.478,640.038,609.56,,,,
Male,531-56-4728,A,Yangon,Normal,Home and lifestyle,80.08,3,12.012,252.252,240.24,,,,
Male,744-82-9138,C,Naypyitaw,Normal,Fashion accessories,86.13,2,8.613,180.873,172.26,,,,
Male,883-69-1285,B,Mandalay,Member,Fashion accessories,49.92,2,4.992,104.832,99.84,,,,
Male,518-71-6847,B,Mandalay,Member,Food and beverages,26.6,6,7.98,167.58,159.6,,,,
Male,728-47-9078,C,Naypyitaw,Member,Food and beverages,59.59,4,11.918,250.278,238.36,,,,
Male,809-46-1866,A,Yangon,Normal,Health and beauty,58.15,4,11.63,244.23,232.6,,,,
Male,148-41-7930,C,Naypyitaw,Normal,Health and beauty,99.96,7,34.986,734.706,699.72,,,,
Male,189-40-5216,C,Naypyitaw,Normal,Electronic accessories,96.37,7,337.295,1011.885,674.59,,,,
Male,552-44-5977,B,Mandalay,Member,Health and beauty,62,8,24.8,520.8,496,,,,
Male,267-62-7380,C,Naypyitaw,Member,Electronic accessories,82.34,10,41.17,864.57,823.4,,,,
Male,430-53-4718,B,Mandalay,Member,Health and beauty,75.37,8,30.148,633.108,602.96,,,,
Male,745-74-0715,A,Yangon,Normal,Electronic accessories,58.03,2,5.803,121.863,116.06,,,,
Male,690-01-6631,B,Mandalay,Normal,Fashion accessories,17.49,10,8.745,183.645,174.9,,,,
Male,233-67-5758,C,Naypyitaw,Normal,Health and beauty,40.35,1,2.0175,42.3675,40.35,,,,
Male,727-02-1313,A,Yangon,Member,Food and beverages,31.84,1,1.592,33.432,31.84,,,,
Male,347-56-2442,A,Yangon,Normal,Home and lifestyle,65.82,1,3.291,69.111,65.82,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
